synonyms	ec_number	recommended_name
proline aminopeptidase	3.4.11.1	leucyl aminopeptidase
FTBL proteins	3.4.11.1	leucyl aminopeptidase
proteins, specific or class, FTBL	3.4.11.1	leucyl aminopeptidase
EC 3.4.1.1	3.4.11.1	leucyl aminopeptidase
Aminopeptidase A/I	3.4.11.1	leucyl aminopeptidase
DR57	3.4.11.1	leucyl aminopeptidase
Prolyl aminopeptidase	3.4.11.1	leucyl aminopeptidase
bovine lens/leucine aminopeptidase	3.4.11.1	leucyl aminopeptidase
b/LAP	3.4.11.1	leucyl aminopeptidase
LAPc	3.4.11.1	leucyl aminopeptidase
peptidase II	3.4.11.1	leucyl aminopeptidase
leucylpeptidase	3.4.11.1	leucyl aminopeptidase
LAP-A	3.4.11.1	leucyl aminopeptidase
aminopeptidase LAP2	3.4.11.1	leucyl aminopeptidase
PaAP	3.4.11.1	leucyl aminopeptidase
AP 56	3.4.11.1	leucyl aminopeptidase
AP 28	3.4.11.1	leucyl aminopeptidase
leucyl aminopeptidase	3.4.11.1	leucyl aminopeptidase
2,3,5,6,7,8,10,12,14,16,19,25,28,29,31,33,34,36,49,50,53,54,55,56,57	3.4.11.1	leucyl aminopeptidase
More	3.4.11.1	leucyl aminopeptidase
leucine aminopeptidase A	3.4.11.1	leucyl aminopeptidase
LapA	3.4.11.1	leucyl aminopeptidase
Leucyl aminopeptidase	3.4.11.1	leucyl aminopeptidase
M17 leucine aminopeptidase	3.4.11.1	leucyl aminopeptidase
PfLAP	3.4.11.1	leucyl aminopeptidase
pepZ	3.4.11.1	leucyl aminopeptidase
3,5,6,8,10,12,17,24,29,31,34,36,42,47,48,49,50,52,61,63,64,66,67,68,69	3.4.11.1	leucyl aminopeptidase
HSA	3.4.11.1	leucyl aminopeptidase
rLAP	3.4.11.1	leucyl aminopeptidase
puromycin-insensitive leucyl-specific aminopeptidase	3.4.11.1	leucyl aminopeptidase
PILSAP	3.4.11.1	leucyl aminopeptidase
puromycin insensitive leucyl-specific aminopeptidase	3.4.11.1	leucyl aminopeptidase
LeuAP	3.4.11.1	leucyl aminopeptidase
leucine amino peptidase	3.4.11.1	leucyl aminopeptidase
la	3.4.11.1	leucyl aminopeptidase
PepA peptidase A	3.4.11.1	leucyl aminopeptidase
cysteinyl-glycine hydrolysing activity	3.4.11.1	leucyl aminopeptidase
peptidase B	3.4.11.1	leucyl aminopeptidase
PepB	3.4.11.1	leucyl aminopeptidase
ERAP2	3.4.11.1	leucyl aminopeptidase
